路線方向,路段,交流道,進出口,週六,週日,週2-4
國3北向,非主線資料,茄苳,進口,10294,9387,11015
國3北向,非主線資料,香山,出口,3740,4420,4436
國3北向,非主線資料,香山,進口,8063,7349,12542
國3北向,非主線資料,西濱,進口,7014,7074,7379
國3北向,非主線資料,竹南,出口,5001,5912,4461
國3北向,非主線資料,竹南,進口,4373,4715,4510
國3北向,非主線資料,大山,出口,955,1120,995
國3北向,非主線資料,大山,進口,2394,2734,2459
國3北向,非主線資料,後龍,出口,4214,4909,3842
國3北向,非主線資料,後龍,進口,3278,3895,3155
國3北向,非主線資料,通霄,出口,3747,4567,3216
國3北向,非主線資料,通霄,進口,5097,6156,4628
國3北向,非主線資料,苑裡,出口,8038,7731,8103
國3北向,非主線資料,苑裡,進口,3454,4152,3087
國3北向,非主線資料,大甲,出口,12242,12160,11643
國3北向,非主線資料,大甲,進口,3680,4247,3200
國3北向,非主線資料,中港系統,出口,6509,6249,6309
國3北向,非主線資料,中港系統,進口,15132,16052,14428
國3北向,非主線資料,沙鹿,出口,9742,9607,9800
國3北向,非主線資料,沙鹿,進口,8759,8997,8486
國3北向,非主線資料,龍井,出口,9822,10334,10546
國3北向,非主線資料,龍井,進口,10291,10193,10041
國3北向,非主線資料,和美,出口,13587,12558,15091
國3北向,非主線資料,和美,進口,5646,6549,6096
國3北向,非主線資料,彰化系統,出口,12282,12143,11658
國3北向,非主線資料,彰化系統,進口,18331,22776,16408
國3北向,非主線資料,快官,出口,23635,24700,23551
國3北向,非主線資料,快官,進口,14221,14325,14278
國3北向,非主線資料,烏日,出口,5923,5653,7010
國3北向,非主線資料,烏日,進口,4765,3925,6857
國3北向,非主線資料,中投,出口,13313,13069,12283
國3北向,非主線資料,中投,進口,8393,7959,8985
國3北向,非主線資料,霧峰,出口,31916,36590,26495
國3北向,非主線資料,霧峰,進口,14012,13387,15230
國3北向,非主線資料,霧峰系統,出口,9272,10551,5892
國3北向,非主線資料,霧峰系統,進口,19776,21548,15570
國3北向,非主線資料,草屯,"出口1-台14線,草屯",3355,4747,3157
國3北向,非主線資料,草屯,"出口2-台15線,芬園",1280,1478,1194
國3北向,非主線資料,草屯,進口,8634,10420,8060
國3北向,非主線資料,中興系統,出口,5842,6731,5027
國3北向,非主線資料,中興系統,進口,11691,13599,9830
國3北向,非主線資料,中興,出口,5956,6149,5503
國3北向,非主線資料,中興,進口,10932,10554,12169
國3北向,非主線資料,南投,出口,3498,3794,3192
國3北向,非主線資料,南投,進口,10880,10319,11022
國3北向,非主線資料,名間,出口,2867,3371,2477
國3北向,非主線資料,名間,進口,9192,10877,7566
國3北向,非主線資料,竹山,出口,5151,5075,2906
國3北向,非主線資料,竹山,進口,10031,12625,7661
國3北向,非主線資料,南雲,出口,2631,2706,1812
國3北向,非主線資料,南雲,進口,2658,3068,2267
國3北向,非主線資料,斗六,出口,4181,4475,3651
國3北向,非主線資料,斗六,進口,5224,5782,4174
國3北向,非主線資料,古坑系統,出口,2839,3072,1975
國3北向,非主線資料,古坑系統,進口,5476,7124,3829
國3北向,非主線資料,古坑,出口,1599,1809,1079
國3北向,非主線資料,古坑,進口,446,582,264
國3北向,非主線資料,梅山,出口,5675,5737,4616
國3北向,非主線資料,梅山,進口,2692,3268,2160
國3北向,非主線資料,竹崎,出口,6229,6208,5338
國3北向,非主線資料,竹崎,進口,7186,8269,5637
國3北向,非主線資料,中埔,出口,7876,8249,4883
國3北向,非主線資料,中埔,進口,6022,7169,4779
國3北向,非主線資料,水上系統,出口,2702,3091,1724
國3北向,非主線資料,水上系統,進口,5332,6091,4505
國3北向,非主線資料,白河,出口,3389,3960,1982
國3北向,非主線資料,白河,進口,3097,3915,2075
國3北向,非主線資料,柳營,出口,2937,3025,2659
國3北向,非主線資料,柳營,進口,1560,1889,1072
國3北向,非主線資料,烏山頭,出口,3752,4063,3083
國3北向,非主線資料,烏山頭,進口,1489,1744,1030
國3北向,非主線資料,官田系統,出口,5649,5950,4061
國3北向,非主線資料,官田系統,進口,3279,4310,2260
國3北向,非主線資料,善化,出口,3725,3587,3515
國3北向,非主線資料,善化,進口,3787,3850,3163
國3北向,非主線資料,新化系統,出口,7042,7327,7334
國3北向,非主線資料,新化系統,進口,11868,12777,7389
國3北向,非主線資料,關廟,出口,6412,8555,4883
國3北向,非主線資料,關廟,進口,9264,10217,7476
國3北向,非主線資料,田寮,出口,2323,2387,2097
國3北向,非主線資料,田寮,進口,3073,4332,1900
國3北向,非主線資料,燕巢系統,出口,13334,15449,12630
國3北向,非主線資料,燕巢系統,進口1-國10西,3119,3021,2451
國3北向,非主線資料,燕巢系統,進口2-國10東,9356,9803,6067
國3北向,非主線資料,九如,出口,2774,2870,2452
國3北向,非主線資料,九如,進口,10224,10985,9575
國3北向,非主線資料,長治,出口,4182,3968,3907
國3北向,非主線資料,長治,進口,5566,6277,4904
國3北向,非主線資料,麟洛,出口,7245,7050,6733
國3北向,非主線資料,麟洛,進口,4363,4618,4137
國3北向,非主線資料,竹田系統,出口,11807,15302,9901
國3北向,非主線資料,竹田系統,進口,7383,7325,6865
國3北向,非主線資料,崁頂,進口,4138,4494,4031
國3北向,非主線資料,南州,出口,618,600,516
國3北向,非主線資料,南州,進口,12841,17161,10763
國3北向,非主線資料,林邊,進口,5024,6355,3875
國3北向,非主線資料,大鵬灣端,進口,1270,1517,858
國1高架南向,非主線資料,汐止端,進口,32505,34285,30356
國1高架南向,非主線資料,堤頂,出口,11853,11492,13268
國1高架南向,非主線資料,堤頂,進口,22697,19622,26919
國1高架南向,非主線資料,環北,進口,26137,24394,24672
國1高架南向,非主線資料,五股轉接道,出口1-新五路台64,25808,21269,20754
國1高架南向,非主線資料,五股轉接道,出口2-國1平面,21245,24916,29071
國1高架南向,非主線資料,泰山轉接道,進口,40073,36826,33182
國1高架南向,非主線資料,機場系統,出口,21326,22036,21960
國1高架南向,非主線資料,機場系統,進口,7882,7366,8238
國1高架南向,非主線資料,中壢轉接道,出口,"19,726","15,262","15,264"
國1高架南向,非主線資料,中壢轉接道,進口,"17,193","12,448","12,450"
國1高架南向,非主線資料,楊梅端,出口,41286,36050,32419
國2東向,非主線資料,機場端,進口,44245,46200,46532
國2東向,非主線資料,大園,出口,5500,4350,4300
國2東向,非主線資料,大園,進口,18397,17178,23024
國2東向,非主線資料,大竹,出口,5697,5525,6964
國2東向,非主線資料,大竹,進口,22163,19983,25512
國2東向,非主線資料,機場系統,出口,46079,45695,50868
國2東向,非主線資料,機場系統,進口,43100,40552,44778
國2東向,非主線資料,南桃園,出口,32520,31437,35716
國2東向,非主線資料,南桃園,進口,19500,18800,19581
國2東向,非主線資料,大湳,出口,20503,18691,23601
國2東向,非主線資料,大湳,進口,22800,23800,23315
國2東向,非主線資料,鶯歌系統,出口,58948,50719,59068
國1高架北向,非主線資料,汐止端,出口,38328,34073,33639
國1高架北向,非主線資料,堤頂,出口,18647,17375,22670
國1高架北向,非主線資料,堤頂,進口,12916,11214,14188
國1高架北向,非主線資料,下塔悠,出口,6874,6562,9757
國1高架北向,非主線資料,環北,出口,28416,27623,27872
國1高架北向,非主線資料,五股轉接道,進口1-新五路台64,28897,23893,30669
國1高架北向,非主線資料,五股轉接道,進口2-國1平面,23812,23538,23887
國1高架北向,非主線資料,泰山轉接道,出口,33833,34856,30669
國1高架北向,非主線資料,機場系統,出口,8143,8049,8463
國1高架北向,非主線資料,機場系統,進口,20646,20564,21402
國1高架北向,非主線資料,中壢轉接道,出口,15987,22158,16214
國1高架北向,非主線資料,中壢轉接道,進口,20367,25390,19884
國1高架北向,非主線資料,楊梅端,進口,37182,39376,32342
國2西向,非主線資料,機場端,出口,43294,43626,46599
國2西向,非主線資料,大園,出口,18832,16580,22032
國2西向,非主線資料,大園,進口,6722,6642,7225
國2西向,非主線資料,大竹,出口,23695,20858,25258
國2西向,非主線資料,大竹,進口,4839,4431,5765
國2西向,非主線資料,機場系統,出口,35586,33332,37287
國2西向,非主線資料,機場系統,進口,46530,44316,51332
國2西向,非主線資料,南桃園,出口,15961,16754,19577
國2西向,非主線資料,南桃園,進口,22932,22666,26770
國2西向,非主線資料,大湳,出口,21815,21878,23352
國2西向,非主線資料,大湳,進口,12073,10124,11375
國2西向,非主線資料,鶯歌系統,進口,57230,57776,61021
國3甲東向,非主線資料,台北端,進口,24855,21006,24085
國3甲東向,非主線資料,萬芳,出口,8015,7005,7882
國3甲東向,非主線資料,萬芳,進口1-信義快,10889,9207,11254
國3甲東向,非主線資料,萬芳,進口2-木柵路,7787,7075,6973
國3甲東向,非主線資料,深坑端,出口,35456,30231,34297
國5南向,非主線資料,南港系統,進口,37081,30982,24859
國5南向,非主線資料,石碇,出口,3711,4299,3462
國5南向,非主線資料,石碇,進口,7463,4770,7463
國5南向,非主線資料,坪林,出口,3680,3873,2338
國5南向,非主線資料,坪林,進口,1559,880,1559
國5南向,非主線資料,頭城,出口,11725,8846,7289
國5南向,非主線資料,頭城,進口,5360,2736,5360
國5南向,非主線資料,宜蘭,出口,14265,9956,10113
國5南向,非主線資料,宜蘭,進口,6875,5856,6097
國5南向,非主線資料,羅東,出口,16810,11940,12102
國5南向,非主線資料,羅東,進口,2983,2638,2983
國5南向,非主線資料,蘇澳,出口,11985,9552,9245
國3甲西向,非主線資料,台北端,出口,23274,21839,23970
國3甲西向,非主線資料,木柵端,出口,9602,10286,9016
國3甲西向,非主線資料,木柵端,進口,25655,25029,26414
國3甲西向,非主線資料,萬芳,出口,19847,18962,20588
國3甲西向,非主線資料,萬芳,進口,7720,6765,7764
國3甲西向,非主線資料,深坑端,進口,18409,17828,17806
國5北向,非主線資料,南港系統,出口,35304,39959,26780
國5北向,非主線資料,石碇,出口,4087,5081,3187
國5北向,非主線資料,石碇,進口,4713,5170,3954
國5北向,非主線資料,坪林,出口,1052,1204,866
國5北向,非主線資料,坪林,進口,3466,6516,2523
國5北向,非主線資料,頭城,出口,5271,3471,4738
國5北向,非主線資料,頭城,進口,10434,10746,7572
國5北向,非主線資料,宜蘭,出口,5438,3026,5339
國5北向,非主線資料,宜蘭,進口,12546,11808,10123
國5北向,非主線資料,羅東,出口,2993,1797,3002
國5北向,非主線資料,羅東,進口,13690,11737,11379
國5北向,非主線資料,蘇澳,進口,10269,9518,9271
國4東向,非主線資料,清水端,進口,15268,14921,15465
國4東向,非主線資料,中港系統,出口1-國3南,2580,2539,2311
國4東向,非主線資料,中港系統,出口2-國3北,3768,3840,3815
國4東向,非主線資料,中港系統,進口,11988,11663,10715
國4東向,非主線資料,神岡,出口,3132,3455,3263
國4東向,非主線資料,神岡,進口,7486,7356,7362
國4東向,非主線資料,台中系統,出口,16019,16775,18201
國4東向,非主線資料,台中系統,進口,16139,14067,14578
國4東向,非主線資料,后豐,出口,9899,9107,11279
國4東向,非主線資料,豐原端,出口,16345,14893,13473
國8東向,非主線資料,台南端,進口,11731,12012,10948
國8東向,非主線資料,新吉,進口,11591,10599,11359
國8東向,非主線資料,台南系統,出口,14420,14223,14205
國8東向,非主線資料,台南系統,進口,16175,15799,14894
國8東向,非主線資料,新市,出口,8462,7861,12553
國8東向,非主線資料,新市,進口,2596,2811,3019
國8東向,非主線資料,新化系統,出口,17503,18255,11939
國8東向,非主線資料,新化系統,進口,2796,3187,2348
國8東向,非主線資料,新化端,出口,4762,4749,4340
國4西向,非主線資料,清水端,出口,15457,13751,15068
國4西向,非主線資料,中港系統,出口1-國3北,11547,12229,10797
國4西向,非主線資料,中港系統,出口2-國3南,4454,4221,4234
國4西向,非主線資料,中港系統,進口1-國3南,4524,4450,4296
國4西向,非主線資料,中港系統,進口2-國3北,2024,2078,1876
國4西向,非主線資料,神岡,出口,6376,6189,6892
國4西向,非主線資料,神岡,進口,2896,2872,2871
國4西向,非主線資料,台中系統,出口,13175,13643,13899
國4西向,非主線資料,台中系統,進口,17992,17798,17774
國4西向,非主線資料,后豐,進口,10998,11364,11832
國4西向,非主線資料,豐原端,進口,14301,16256,13382
國8西向,非主線資料,台南端,出口,9121,9816,8666
國8西向,非主線資料,新吉,出口,11521,11158,11342
國8西向,非主線資料,台南系統,出口,12060,13109,13400
國8西向,非主線資料,台南系統,進口,10072,10400,12173
國8西向,非主線資料,新市,出口,3198,3813,3698
國8西向,非主線資料,新市,進口,10642,10668,14319
國8西向,非主線資料,新化系統,出口,8798,9442,4173
國8西向,非主線資料,新化系統,進口,15344,17746,8255
國8西向,非主線資料,新化端,進口,8520,8569,8442
國6東向,非主線資料,霧峰系統,進口,24729,21281,14930
國6東向,非主線資料,舊正,進口,3710,2964,2226
國6東向,非主線資料,東草屯,出口,3775,3276,3462
國6東向,非主線資料,東草屯,進口,1291,1229,1096
國6東向,非主線資料,國姓,出口,3084,2400,1746
國6東向,非主線資料,國姓,進口,470,432,380
國6東向,非主線資料,北山,出口,931,683,402
國6東向,非主線資料,愛蘭,出口,11890,10358,7071
國6東向,非主線資料,愛蘭,進口,440,481,339
國6東向,非主線資料,埔里,出口,4751,4474,3352
國6東向,非主線資料,埔里端,出口,5753,4500,2798
國10東向,非主線資料,左營端,進口1-都會快,18023,18048,17204
國10東向,非主線資料,左營端,進口2-文自路,16084,14630,14565
國10東向,非主線資料,鼎金系統,出口,24260,22907,23365
國10東向,非主線資料,鼎金系統,進口1-國1南,8960,8120,8596
國10東向,非主線資料,鼎金系統,進口2-國1北,22620,20983,20987
國10東向,非主線資料,仁武,出口,17572,15328,17815
國10東向,非主線資料,仁武,進口,13429,12506,12379
國10東向,非主線資料,燕巢,出口,6097,6300,7330
國10東向,非主線資料,燕巢,進口,9400,8614,8645
國10東向,非主線資料,燕巢系統,出口,22466,21959,17110
國10東向,非主線資料,燕巢系統,進口1-國3南,5482,4046,3230
國10東向,非主線資料,燕巢系統,進口2-國3北,1404,1846,1197
國10東向,非主線資料,嶺口,出口,9654,8739,8156
國10東向,非主線資料,旗山端,出口,14864,15360,10270
國6西向,非主線資料,霧峰系統,出口,23486,26633,17200
國6西向,非主線資料,舊正,出口,2784,4950,2269
國6西向,非主線資料,東草屯,出口,1035,1746,979
國6西向,非主線資料,東草屯,進口,3597,3461,3479
國6西向,非主線資料,國姓,出口,483,651,405
國6西向,非主線資料,國姓,進口,3193,4232,2358
國6西向,非主線資料,北山,進口,741,1502,518
國6西向,非主線資料,愛蘭,出口,362,478,250
國6西向,非主線資料,愛蘭,進口,10466,12667,7298
國6西向,非主線資料,埔里,進口,4507,6304,3600
國6西向,非主線資料,埔里端,進口,4156,6180,2844
國10西向,非主線資料,左營端,出口1,19977,19721,18812
國10西向,非主線資料,左營端,出口2-都會快,18309,20103,19867
國10西向,非主線資料,鼎金系統,出口1,25019,27574,22953
國10西向,非主線資料,鼎金系統,出口2-大中二路,12253,12013,11289
國10西向,非主線資料,鼎金系統,進口1-國1北,27598,25508,22540
國10西向,非主線資料,鼎金系統,進口2-國1南,18881,17631,16865
國10西向,非主線資料,仁武,出口,8157,9069,8268
國10西向,非主線資料,仁武,進口,18097,16043,18603
國10西向,非主線資料,燕巢,出口,8818,9679,8040
國10西向,非主線資料,燕巢,進口,6708,5584,9590
國10西向,非主線資料,燕巢系統,出口,4612,4647,3906
國10西向,非主線資料,燕巢系統,進口1-國3南,6515,8890,6517
國10西向,非主線資料,燕巢系統,進口2-國3北,10822,13415,11181
國10西向,非主線資料,嶺口,進口,5196,5680,4242
國10西向,非主線資料,旗山端,進口,12946,17106,10412
