路線方向,路段,交流道,進出口,週六,週日,週2-4
國3北向路段,龍潭交流道-大溪交流道,非匝道資料,非匝道資料,61104,71737,47148
國3北向路段,大溪交流道-鶯歌系統,非匝道資料,非匝道資料,76358,83669,64800
國3北向路段,鶯歌系統-三鶯交流道,非匝道資料,非匝道資料,96626,98865,86211
國3北向路段,三鶯交流道-樹林交流到,非匝道資料,非匝道資料,91694,93453,80258
國3北向路段,樹林交流道-土城交流道,非匝道資料,非匝道資料,107089,107104,96026
國3北向路段,土城交流道-中和交流道,非匝道資料,非匝道資料,84544,81840,76542
國3北向路段,中和交流道-安坑交流道,非匝道資料,非匝道資料,70579,65582,66139
國3北向路段,安坑交流道-新店交流道,非匝道資料,非匝道資料,54229,49494,50699
國3北向路段,新店交流道-木柵交流道,非匝道資料,非匝道資料,55060,49858,51556
國3北向路段,木柵交流道-南深路出口匝道,非匝道資料,非匝道資料,55000,51529,53583
國3北向路段,南深路出口匝道-南港系統,非匝道資料,非匝道資料,52254,48989,49831
國3北向路段,南港系統-南港交流道,非匝道資料,非匝道資料,55229,55667,55874
國3北向路段,南港交流道-新台五路交流道,非匝道資料,非匝道資料,45971,45374,44053
國3北向路段,新台五路交流道-汐止系統,非匝道資料,非匝道資料,39396,38596,36924
國3北向路段,汐止系統-瑪東系統,非匝道資料,非匝道資料,20914,20628,17384
國3北向路段,瑪東系統-基金交流道,非匝道資料,非匝道資料,22065,21305,20511
國5北向路段,蘇澳交流道-羅東交流道,非匝道資料,非匝道資料,9705,8879,9030
國5北向路段,羅東交流道-宜蘭交流道,非匝道資料,非匝道資料,20241,18465,17144
國5北向路段,宜蘭交流道-頭城交流道,非匝道資料,非匝道資料,26110,25340,21154
國5北向路段,頭城交流道-坪林交流道,非匝道資料,非匝道資料,32046,34147,24218
國5北向路段,坪林交流道-石碇交流道,非匝道資料,非匝道資料,34255,39422,25503
國5北向路段,石碇交流道-南港系統,非匝道資料,非匝道資料,34827,39678,26239
國3甲西向路段,深坑端-木柵交流道,非匝道資料,非匝道資料,18327,18645,17070
國3甲西向路段,木柵交流道-萬芳交流道,非匝道資料,非匝道資料,34297,33775,35663
國3甲西向路段,萬芳交流道-台北端,非匝道資料,非匝道資料,22593,21729,23192
國2西向路段,鶯歌系統-大湳交流道,非匝道資料,非匝道資料,57405,56758,61402
國2西向路段,大湳交流道-南桃園交流道,非匝道資料,非匝道資料,56708,55449,61888
國2西向路段,南桃園交流道-機場系統,非匝道資料,非匝道資料,77829,72362,81629
國2西向路段,機場系統-大竹交流道,非匝道資料,非匝道資料,79344,77314,84892
國2西向路段,大竹交流道-大園交流道,非匝道資料,非匝道資料,57546,57185,63679
國2西向路段,大園交流道-機場端,非匝道資料,非匝道資料,44655,46609,49332
國4西向路段,豐原端-后豐交流道,非匝道資料,非匝道資料,12930,13622,11859
國4西向路段,后豐交流道-台中系統,非匝道資料,非匝道資料,23818,25638,22809
國4西向路段,台中系統-神岡交流道,非匝道資料,非匝道資料,29967,29105,26891
國4西向路段,神岡交流道-中港系統,非匝道資料,非匝道資料,25988,26187,23965
國4西向路段,中港系統-清水端,非匝道資料,非匝道資料,16551,15634,14746
國6西向路段,埔里端-埔里交流道,非匝道資料,非匝道資料,3239,4654,2289
國6西向路段,埔里交流道-愛蘭交流道,非匝道資料,非匝道資料,7449,10336,5629
國6西向路段,愛蘭交流道-北山交流道,非匝道資料,非匝道資料,16984,21780,11959
國6西向路段,北山交流道-國姓交流道,非匝道資料,非匝道資料,17439,23514,12468
國6西向路段,國姓交流道-東草屯交流道,非匝道資料,非匝道資料,20340,27262,14518
國6西向路段,東草屯-舊正,非匝道資料,非匝道資料,22178,28208,16770
國6西向路段,舊正-霧峰系統,非匝道資料,非匝道資料,22200,25761,17085
國8西向路段,新化端-新化系統,非匝道資料,非匝道資料,7578,9634,6274
國8西向路段,新化系統-新市交流道,非匝道資料,非匝道資料,20024,23562,15210
國8西向路段,新市交流道-台南系統,非匝道資料,非匝道資料,25317,27304,23745
國8西向路段,台南系統-新吉交流道,非匝道資料,非匝道資料,23046,22410,23107
國8西向路段,新吉交流道-台南端,非匝道資料,非匝道資料,11174,10519,10507
國10西向路段,旗山端-里港交流道,非匝道資料,非匝道資料,12994,16268,10049
國10西向路段,里港交流道-嶺口交流道,非匝道資料,非匝道資料,17172,19479,13760
國10西向路段,嶺口交流道-燕巢系統,非匝道資料,非匝道資料,22119,23449,17457
國10西向路段,燕巢系統-燕巢交流道,非匝道資料,非匝道資料,36050,39651,30626
國10西向路段,燕巢交流道-仁武交流道,非匝道資料,非匝道資料,34160,36269,31152
國10西向路段,仁武交流道-鼎金系統,非匝道資料,非匝道資料,43726,43202,42236
國10西向路段,鼎金系統-左營端,非匝道資料,非匝道資料,43022,42749,39915
國1高架北向路段,楊梅端-中壢轉接道,非匝道資料,非匝道資料,39598,42847,35061
國1高架北向路段,中壢轉接道-機場系統,非匝道資料,非匝道資料,44140,45957,38062
國1高架北向路段,機場系統-泰山轉接道,非匝道資料,非匝道資料,57991,59430,52331
國1高架北向路段,泰山轉接道-五股,非匝道資料,非匝道資料,24162,24787,22643
國1高架北向路段,五股-環北,非匝道資料,非匝道資料,76739,71805,77409
國1高架北向路段,環北-下塔悠,非匝道資料,非匝道資料,49940,46012,51095
國1高架北向路段,下塔悠-堤頂,非匝道資料,非匝道資料,43846,40327,42080
國1高架北向路段,堤頂-汐止端,非匝道資料,非匝道資料,37935,34154,32964
